Count,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,Activity
40,1949,201,-553,562,79,-649,1035,867,7
41,1805,51,-338,592,16,-625,837,866,7
42,1516,-146,-288,556,-50,-527,550,846,7
43,1188,-243,-337,441,-58,-398,258,796,7
44,1022,-188,-383,308,-53,-263,107,718,7
45,871,-147,-377,173,-66,-151,39,622,7
46,798,-84,-337,33,-77,-68,129,519,7
47,805,31,-285,-82,-89,3,145,439,7
48,800,152,-242,-152,-85,40,150,387,7
49,772,214,-230,-175,-60,55,166,348,7
50,739,260,-222,-177,-34,59,185,316,7
51,717,329,-233,-129,5,55,177,281,7
52,710,315,-274,-60,52,46,176,243,7
53,705,274,-335,-11,87,42,172,213,7
54,724,270,-397,10,108,59,131,195,7
55,693,289,-462,11,127,63,118,185,7
56,703,317,-528,29,145,57,65,179,7
57,765,318,-579,52,156,69,10,179,7
58,767,299,-646,51,143,79,46,177,7
59,803,264,-682,24,129,83,86,173,7
60,857,263,-667,-34,106,98,117,168,7
61,895,316,-620,-103,85,113,133,169,7
62,862,396,-543,-143,63,115,93,174,7
63,821,478,-503,-118,67,105,74,173,7
64,862,490,-524,-52,79,92,121,165,7
65,895,380,-553,-23,52,78,111,151,7
1,1382,738,-1660,154,-135,-134,1282,176,7
2,1701,735,-1890,193,-310,-181,1646,222,7
3,1833,736,-1742,104,-442,-215,1633,278,7
4,1932,1033,-1787,57,-465,-231,1827,327,7
5,2178,1108,-2055,98,-495,-295,2192,378,7
6,2441,1170,-2175,140,-579,-316,2472,437,7
7,2591,1233,-1930,133,-682,-311,2458,502,7
8,2502,1387,-1622,176,-691,-363,2288,561,7
9,2423,1299,-1436,319,-657,-398,2101,615,7
